FieldID,auxin,gibberellin,cytokinin,ethylene,abscisicAcid,nitrogen,phosphorus,magnesium,sulfur,silicon,plantGrowth
113584,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumMN,sulfurLow,siliconMN,LowGrowth
175118,AuxinAN,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconAN,HighGrowth
213600,AuxinNA,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
198910,AuxinAN,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
188552,AuxinLow,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumAN,sulfurLow,siliconMN,HighGrowth
170741,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,MediumGrowth
191752,AuxinLow,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,MediumGrowth
119010,AuxinAN,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,HighGrowth
139440,AuxinAN,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconLow,LowGrowth
124004,AuxinAN,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumAN,sulfurMN,siliconLow,HighGrowth
174971,AuxinLow,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurAN,siliconMN,MediumGrowth
114776,AuxinAN,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumAN,sulfurAN,siliconMN,HighGrowth
200556,AuxinLow,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconLow,MediumGrowth
115230,AuxinLow,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconAN,MediumGrowth
159982,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,LowGrowth
119926,AuxinAN,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumAN,sulfurMN,siliconLow,HighGrowth
148234,AuxinAN,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
205388,AuxinLow,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,LowGrowth
167196,AuxinNA,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
142524,AuxinAN,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumMN,sulfurMN,siliconLow,MediumGrowth
125662,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumAN,sulfurMN,siliconAN,HighGrowth
153108,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconMN,MediumGrowth
133546,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumMN,sulfurAN,siliconAN,LowGrowth
176006,AuxinLow,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconMN,MediumGrowth
164771,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumMN,sulfurMN,siliconMN,LowGrowth
124444,AuxinAN,gibberellinAN,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumLow,sulfurLow,siliconLow,HighGrowth
145873,AuxinNA,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumLow,sulfurMN,siliconLow,MediumGrowth
139981,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumLow,sulfurMN,siliconLow,LowGrowth
209059,AuxinAN,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumMN,sulfurLow,siliconAN,MediumGrowth
129315,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumAN,sulfurLow,siliconLow,LowGrowth
114253,AuxinLow,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumMN,sulfurAN,siliconLow,MediumGrowth
180193,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumAN,sulfurLow,siliconAN,LowGrowth
198516,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumLow,sulfurAN,siliconLow,LowGrowth
179064,AuxinNA,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconAN,LowGrowth
187643,AuxinNA,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconLow,LowGrowth
143899,AuxinAN,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumAN,sulfurAN,siliconLow,HighGrowth
150688,AuxinLow,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
175836,AuxinAN,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumAN,sulfurMN,siliconAN,HighGrowth
118539,AuxinNA,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumLow,sulfurMN,siliconMN,MediumGrowth
143186,AuxinLow,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,MediumGrowth
174755,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
150355,AuxinAN,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumLow,sulfurAN,siliconAN,LowGrowth
179233,AuxinLow,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumLow,sulfurMN,siliconAN,HighGrowth
143763,AuxinAN,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumLow,sulfurAN,siliconAN,HighGrowth
172523,AuxinLow,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumAN,sulfurLow,siliconMN,LowGrowth
208334,AuxinLow,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
210887,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumMN,sulfurMN,siliconAN,LowGrowth
194781,AuxinAN,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumLow,sulfurAN,siliconLow,LowGrowth
160166,AuxinAN,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconMN,HighGrowth
158991,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumMN,sulfurLow,siliconMN,MediumGrowth
162981,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,HighGrowth
123821,AuxinAN,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumAN,sulfurAN,siliconMN,HighGrowth
132273,AuxinAN,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
174705,AuxinLow,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusLow,magnesiumMN,sulfurAN,siliconMN,MediumGrowth
176039,AuxinAN,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
163335,AuxinAN,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumAN,sulfurMN,siliconAN,HighGrowth
183758,AuxinLow,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumAN,sulfurAN,siliconLow,LowGrowth
167032,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconLow,MediumGrowth
176758,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumLow,sulfurLow,siliconAN,HighGrowth
180946,AuxinNA,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,LowGrowth
138476,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidAN,NitrogenLow,phosphorusMN,magnesiumAN,sulfurAN,siliconLow,MediumGrowth
125864,AuxinLow,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
114485,AuxinLow,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumLow,sulfurAN,siliconAN,LowGrowth
170840,AuxinNA,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumAN,sulfurAN,siliconLow,HighGrowth
150316,AuxinNA,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
167947,AuxinLow,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
115035,AuxinAN,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumMN,sulfurLow,siliconMN,HighGrowth
154403,AuxinAN,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
175858,AuxinLow,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumLow,sulfurAN,siliconAN,LowGrowth
188869,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurAN,siliconAN,LowGrowth
176761,AuxinLow,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumAN,sulfurAN,siliconMN,HighGrowth
202075,AuxinAN,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumLow,sulfurAN,siliconLow,MediumGrowth
190556,AuxinNA,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
190099,AuxinLow,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumLow,sulfurAN,siliconLow,LowGrowth
151209,AuxinLow,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconAN,HighGrowth
163904,AuxinNA,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,LowGrowth
176799,AuxinAN,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumLow,sulfurMN,siliconAN,MediumGrowth
170386,AuxinNA,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
166824,AuxinLow,gibberellinAN,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumLow,sulfurLow,siliconLow,LowGrowth
166303,AuxinNA,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconAN,MediumGrowth
118471,AuxinLow,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumLow,sulfurMN,siliconMN,MediumGrowth
116671,AuxinLow,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumMN,sulfurLow,siliconAN,HighGrowth
187812,AuxinAN,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumLow,sulfurLow,siliconMN,MediumGrowth
125409,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurLow,siliconMN,HighGrowth
186391,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconMN,MediumGrowth
172433,AuxinNA,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,LowGrowth
125274,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumAN,sulfurMN,siliconLow,MediumGrowth
133195,AuxinAN,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,HighGrowth
161689,AuxinNA,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumLow,sulfurAN,siliconMN,LowGrowth
124917,AuxinNA,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
137535,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconAN,MediumGrowth
149965,AuxinNA,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusMN,magnesiumAN,sulfurAN,siliconLow,LowGrowth
124586,AuxinNA,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumLow,sulfurLow,siliconLow,LowGrowth
134173,AuxinLow,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumLow,sulfurMN,siliconMN,HighGrowth
149380,AuxinAN,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusMN,magnesiumLow,sulfurAN,siliconAN,HighGrowth
129495,AuxinLow,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumAN,sulfurLow,siliconLow,MediumGrowth
121477,AuxinLow,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumAN,sulfurAN,siliconMN,HighGrowth
174872,AuxinLow,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumLow,sulfurLow,siliconLow,LowGrowth
214482,AuxinLow,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
211838,AuxinAN,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumAN,sulfurLow,siliconLow,LowGrowth
155089,AuxinAN,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconMN,HighGrowth
166290,AuxinNA,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusMN,magnesiumLow,sulfurLow,siliconLow,LowGrowth
141228,AuxinNA,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,LowGrowth
138235,AuxinLow,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumAN,sulfurMN,siliconAN,MediumGrowth
139481,AuxinAN,gibberellinNA,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumLow,sulfurMN,siliconLow,HighGrowth
186916,AuxinLow,gibberellinLow,cytokininNA,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,LowGrowth
112754,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumLow,sulfurMN,siliconMN,HighGrowth
132374,AuxinLow,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumAN,sulfurMN,siliconLow,HighGrowth
194100,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumLow,sulfurAN,siliconLow,LowGrowth
132997,AuxinNA,gibberellinNA,cytokininLow,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumAN,sulfurLow,siliconLow,LowGrowth
121237,AuxinLow,gibberellinLow,cytokininLow,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumLow,sulfurAN,siliconLow,HighGrowth
118350,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,HighGrowth
145929,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumAN,sulfurLow,siliconLow,MediumGrowth
200791,AuxinAN,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumMN,sulfurMN,siliconAN,HighGrowth
206664,AuxinNA,gibberellinLow,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumAN,sulfurAN,siliconMN,MediumGrowth
133831,AuxinAN,gibberellinLow,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
198794,AuxinLow,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconLow,MediumGrowth
199907,AuxinLow,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenLow,phosphorusAN,magnesiumMN,sulfurLow,siliconLow,MediumGrowth
113937,AuxinNA,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidNA,NitrogenLow,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,LowGrowth
184042,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumAN,sulfurAN,siliconAN,MediumGrowth
209724,AuxinLow,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumAN,sulfurLow,siliconMN,LowGrowth
197718,AuxinAN,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
146624,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumLow,sulfurLow,siliconMN,HighGrowth
150308,AuxinAN,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
120031,AuxinNA,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusAN,magnesiumMN,sulfurAN,siliconMN,MediumGrowth
192643,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurLow,siliconAN,MediumGrowth
118549,AuxinNA,gibberellinNA,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusLow,magnesiumMN,sulfurMN,siliconLow,MediumGrowth
211176,AuxinAN,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumAN,sulfurMN,siliconLow,HighGrowth
156671,AuxinNA,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumMN,sulfurMN,siliconMN,HighGrowth
156043,AuxinNA,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurLow,siliconLow,LowGrowth
184001,AuxinNA,gibberellinNA,cytokininNA,ethyleneNA,abscisicAcidNA,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconAN,LowGrowth
123221,AuxinAN,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusMN,magnesiumLow,sulfurMN,siliconLow,MediumGrowth
163830,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumLow,sulfurLow,siliconMN,MediumGrowth
139335,AuxinAN,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,MediumGrowth
192287,AuxinNA,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurAN,siliconLow,LowGrowth
191255,AuxinAN,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
199314,AuxinNA,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconMN,MediumGrowth
212678,AuxinAN,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusAN,magnesiumMN,sulfurMN,siliconLow,HighGrowth
195559,AuxinLow,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidLow,NitrogenMN,phosphorusLow,magnesiumMN,sulfurLow,siliconAN,MediumGrowth
128671,AuxinLow,gibberellinNA,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumMN,sulfurLow,siliconAN,MediumGrowth
169547,AuxinLow,gibberellinAN,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumLow,sulfurMN,siliconAN,HighGrowth
149214,AuxinAN,gibberellinAN,cytokininNA,ethyleneLow,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumAN,sulfurLow,siliconAN,MediumGrowth
202101,AuxinAN,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,HighGrowth
119252,AuxinNA,gibberellinNA,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusAN,magnesiumMN,sulfurAN,siliconAN,LowGrowth
132178,AuxinNA,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidAN,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconMN,HighGrowth
202551,AuxinNA,gibberellinLow,cytokininNA,ethyleneAN,abscisicAcidAN,NitrogenAN,phosphorusLow,magnesiumMN,sulfurAN,siliconMN,HighGrowth
190127,AuxinNA,gibberellinNA,cytokininLow,ethyleneLow,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumAN,sulfurAN,siliconMN,LowGrowth
123696,AuxinAN,gibberellinNA,cytokininLow,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumMN,sulfurLow,siliconLow,MediumGrowth
129116,AuxinAN,gibberellinLow,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenAN,phosphorusLow,magnesiumAN,sulfurLow,siliconLow,MediumGrowth
122822,AuxinAN,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurMN,siliconAN,MediumGrowth
204428,AuxinAN,gibberellinLow,cytokininLow,ethyleneNA,abscisicAcidLow,NitrogenLow,phosphorusLow,magnesiumMN,sulfurLow,siliconMN,MediumGrowth
116013,AuxinLow,gibberellinAN,cytokininAN,ethyleneAN,abscisicAcidNA,NitrogenLow,phosphorusLow,magnesiumMN,sulfurLow,siliconAN,MediumGrowth
140678,AuxinLow,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidNA,NitrogenAN,phosphorusMN,magnesiumMN,sulfurLow,siliconAN,HighGrowth
204888,AuxinAN,gibberellinNA,cytokininNA,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumAN,sulfurMN,siliconMN,HighGrowth
129931,AuxinAN,gibberellinAN,cytokininAN,ethyleneLow,abscisicAcidAN,NitrogenMN,phosphorusAN,magnesiumAN,sulfurAN,siliconMN,HighGrowth
186848,AuxinAN,gibberellinAN,cytokininAN,ethyleneNA,abscisicAcidAN,NitrogenMN,phosphorusLow,magnesiumLow,sulfurAN,siliconAN,HighGrowth
141077,AuxinAN,gibberellinLow,cytokininNA,ethyleneNA,abscisicAcidLow,NitrogenAN,phosphorusAN,magnesiumAN,sulfurLow,siliconAN,LowGrowth
188067,AuxinLow,gibberellinLow,cytokininAN,ethyleneLow,abscisicAcidLow,NitrogenLow,phosphorusAN,magnesiumLow,sulfurAN,siliconAN,MediumGrowth
174224,AuxinNA,gibberellinAN,cytokininLow,ethyleneLow,abscisicAcidLow,NitrogenMN,phosphorusMN,magnesiumMN,sulfurAN,siliconLow,HighGrowth
